"","Year","breeding_tmp","breeding_pr","postbreed_tmp","winter_tmin","winter_pr"
"1",1999,0.0322267826967512,0.709757578786856,0.0228095998944199,0.201492973446639,0.51474347721356
"2",2000,-0.0840106218095905,-0.00255201075470921,-0.0516493859706381,0.268947526997363,-0.135577816514369
"3",2001,-0.130962508388645,0.361053540793999,-0.0988889089275314,0.0433628407418545,-0.727269044756957
"4",2002,0.0327406465695544,0.265915029592908,0.0354748566856869,0.0136789575283919,-0.45039650382964
"5",2003,0.195895148491879,-0.838967842934522,-0.258753573895813,0.0280900951868607,0.169054389501906
"6",2004,-0.15577756500063,-0.549072014839477,0.104662997169316,-0.148305080026895,-0.466921391463084
"7",2005,0.00462399553496344,-0.403875273172994,0.0522757073855386,-0.312379570229626,-0.496903792529916
"8",2006,0.150646976988755,-0.308141273965875,0.494040909239564,0.374127243934762,0.0439267222768783
"9",2007,0.256056647993983,0.416814304728349,-0.180027306036445,0.232854261198553,-0.345075058232472
"10",2008,-0.00294056025988757,0.135611926626102,-0.103002692654758,-0.147159209928697,-0.035491936554263
"11",2009,0.195489153112553,-0.226953269059326,0.213323587277706,-0.192058628868594,-0.227809077415793
"12",2010,-0.0238170023574717,-0.235271055545587,-0.209782305459321,-0.0623205398349771,-0.561431290655303
"13",2011,0.138095949143076,-0.373087708964892,0.259366361587488,0.0125831348345967,0.809341854271647
"14",2012,0.0544961732888435,0.0429154646929571,0.0771290410138583,-0.105242598315855,0.344298735408735
"15",2013,-0.0922839317160703,0.379021721056798,0.0839215249035375,0.27316527900183,0.503338435140575
"16",2014,-0.0478031007421864,0.297524828606985,0.299157384022617,0.16938677316302,-0.235028260364692
"17",2015,0.282685670225452,-0.0424459113844559,0.0182338276854375,0.394302037656388,0.766546713301551
"18",2016,-0.0598863827551008,0.68136757042657,0.0387859486710395,-0.0288345486137981,-1.05526715179966
"19",2017,0.184527258737882,-0.435584857108429,-0.117901834065177,0.0965754314979974,1.28786005562381
"20",2018,0.37938388201246,-0.950620791024806,0.303764564521958,0.163766538582754,0.184430539016251
