"","Year","breeding_tmp","breeding_pr","postbreed_tmp","winter_tmin","winter_pr"
"1",1999,-0.0525436506704642,0.60257820233397,-0.057943723588679,0.0641581445579045,0.33148554082385
"2",2000,-0.0297232656885098,0.0804719310724574,0.0228021200754957,0.338298939261038,-0.117599424189136
"3",2001,-0.143656221147281,0.464619350195815,-0.0996592468144315,0.0179980643420124,-0.676950767850446
"4",2002,0.00192619297667051,0.370511851404008,0.00608701421989142,-0.0652840123006863,-0.433696748093257
"5",2003,0.26071202303798,-0.815349472158437,-0.186098063726435,0.0720484180099931,0.0688056644114188
"6",2004,-0.246046403884815,-0.455149492156987,0.0384054881711326,-0.273072152027369,-0.553512101305546
"7",2005,0.0469258301042392,-0.403402826648258,0.100493038918972,-0.30518976573614,-0.532047092732068
"8",2006,0.146280647945679,-0.334946247359286,0.492910340821883,0.372848489429567,-0.0318003556849197
"9",2007,0.198240378259746,0.363845956955842,-0.237588630698034,0.155852214175937,-0.322516333796321
"10",2008,-0.0363803094697345,0.3039453842519,-0.120623583120117,-0.162625096848501,0.00239850802089421
"11",2009,0.156060841755747,-0.234173118939255,0.179514841335824,-0.254022425497299,-0.212310547991083
"12",2010,-0.0259153141183775,-0.0637498446396909,-0.198761541770036,-0.0725059721065706,-0.551189508229483
"13",2011,0.0605907845065415,-0.246674395605806,0.195102832601447,-0.0683041458394467,0.672172318714606
"14",2012,-0.0477466461509919,0.067322986364928,0.00596176869106253,-0.199976685818946,0.326835052531779
"15",2013,-0.107166851940075,0.287142109629731,0.0553650147224531,0.269329270399572,0.462934737924298
"16",2014,-0.061617363098063,0.302776702147042,0.306407081946435,0.156458961165181,-0.1828414414861
"17",2015,0.24799279053284,0.0321127477917372,0.00270201606909366,0.355752747753466,0.661534691466779
"18",2016,-0.0331537683919157,0.778393293543753,0.0540698662998637,-0.00592233515853415,-1.0361914048217
"19",2017,0.220567194599643,-0.277034752959198,-0.0749195249428621,0.0950340194693798,1.04005284792925
"20",2018,0.358795002640118,-0.962581725296074,0.293911137830646,0.135269352998232,0.159824020792165
